IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140013278,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,10/12/2015,15:55,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.3906976,37.73479699,"(37.7347969947349, -122.390697630683)"
140013278,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,10/13/2015,15:55,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.3906976,37.73479699,"(37.7347969947349, -122.390697630683)"
140013278,OTHER OFFENSES,RESISTING ARREST,Sunday,10/14/2015,15:55,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.3906976,37.73479699,"(37.7347969947349, -122.390697630683)"
140013284,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,10/15/2015,14:15,SOUTHERN,NONE,NEWMONTGOMERY ST / MISSION ST,-122.4005044,37.78745133,"(37.7874513289662, -122.40050441968)"
140013375,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,10/16/2015,3:00,SOUTHERN,NONE,MARKET ST / OCTAVIA ST,-122.4236195,37.77171572,"(37.7717157193406, -122.423619488896)"
140013773,ASSAULT,BATTERY,Sunday,10/17/2015,20:46,TENDERLOIN,NONE,GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)"
140013773,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,10/18/2015,20:46,TENDERLOIN,NONE,GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)"
140013949,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Sunday,10/19/2015,22:26,NORTHERN,JUVENILE CITED,OCTAVIA ST / SACRAMENTO ST,-122.4274507,37.7906673,"(37.7906673019303, -122.427450692084)"
140013949,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,10/20/2015,22:26,NORTHERN,JUVENILE CITED,OCTAVIA ST / SACRAMENTO ST,-122.4274507,37.7906673,"(37.7906673019303, -122.427450692084)"
140013983,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,10/21/2015,23:04,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / THORNTON AV,-122.4047086,37.73031908,"(37.7303190833183, -122.404708560341)"
140013983,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,10/22/2015,23:04,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / THORNTON AV,-122.4047086,37.73031908,"(37.7303190833183, -122.404708560341)"
140013983,WARRANTS,WARRANT ARREST,Sunday,10/23/2015,23:04,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / THORNTON AV,-122.4047086,37.73031908,"(37.7303190833183, -122.404708560341)"
140014094,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,10/24/2015,1:05,PARK,"ARREST, CITED",TURK ST / BAKER ST,-122.4420533,37.77924222,"(37.7792422155631, -122.442053306123)"
140014135,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,10/25/2015,1:44,NORTHERN,"ARREST, CITED",TURK ST / VANNESS AV,-122.4206419,37.78196082,"(37.7819608221838, -122.420641893733)"
140014179,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,10/26/2015,3:25,NORTHERN,"ARREST, CITED",BUSH ST / POLK ST,-122.4203074,37.78869895,"(37.7886989511647, -122.420307355721)"
140014276,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,10/27/2015,20:30,MISSION,NONE,19TH ST / SOUTH VAN NESS AV,-122.4170284,37.76036569,"(37.7603656931573, -122.417028392106)"
140014903,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,10/28/2015,11:01,SOUTHERN,"ARREST, CITED",5TH ST / MARKET ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140014925,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,10/29/2015,23:00,MISSION,NONE,SANCHEZ ST / 16TH ST,-122.4308826,37.76437256,"(37.7643725576969, -122.430882581855)"
140014389,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,10/30/2015,7:15,CENTRAL,NONE,STOCKTON ST / VALLEJO ST,-122.40881,37.79857121,"(37.7985712126676, -122.408809960454)"
140014436,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,10/31/2015,16:00,MISSION,NONE,SANCARLOS ST / 20TH ST,-122.4198438,37.75858381,"(37.7585838119382, -122.419843759487)"
140014624,NON-CRIMINAL,LOST PROPERTY,Thursday,11/1/2015,15:30,MISSION,NONE,16TH ST / POTRERO AV,-122.4075383,37.76578275,"(37.7657827544276, -122.407538332319)"
140015133,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,11/2/2015,12:00,PARK,"ARREST, CITED",OAK ST / LYON ST,-122.4423789,37.77250413,"(37.7725041276264, -122.442378910875)"
140015230,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,11/3/2015,12:55,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)"
140015230,DRUG/NARCOTIC,SALE OF HEROIN,Monday,11/4/2015,12:55,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)"
140015230,WARRANTS,WARRANT ARREST,Monday,11/5/2015,12:55,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)"
140015315,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,11/6/2015,13:06,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / LEAVENWORTH ST,-122.4136794,37.78092583,"(37.7809258336852, -122.413679376888)"
140015315,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Monday,11/7/2015,13:06,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / LEAVENWORTH ST,-122.4136794,37.78092583,"(37.7809258336852, -122.413679376888)"
140015315,OTHER OFFENSES,PROBATION VIOLATION,Monday,11/8/2015,13:06,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / LEAVENWORTH ST,-122.4136794,37.78092583,"(37.7809258336852, -122.413679376888)"
140015321,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Monday,11/9/2015,5:00,MISSION,NONE,HARRISON ST / 24TH ST,-122.4119022,37.75262848,"(37.7526284767606, -122.41190223263)"
140015406,NON-CRIMINAL,FOUND PROPERTY,Sunday,11/10/2015,19:30,SOUTHERN,NONE,9TH ST / HOWARD ST,-122.4131631,37.77499264,"(37.7749926445385, -122.413163134276)"
140015525,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,11/11/2015,21:30,MISSION,NONE,24TH ST / MISSION ST,-122.4184482,37.75223917,"(37.7522391652625, -122.418448186101)"
140015713,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,11/12/2015,14:49,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.4109552,37.78413995,"(37.7841399509594, -122.410955248906)"
140016799,ROBBERY,"ROBBERY, BODILY FORCE",Monday,11/13/2015,20:53,BAYVIEW,NONE,PALOU AV / SELBY ST,-122.4002478,37.73927741,"(37.7392774131724, -122.40024777424)"
140015735,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,11/14/2015,5:00,BAYVIEW,NONE,MADDUX AV / QUINT ST,-122.3982093,37.73530801,"(37.7353080060602, -122.398209336548)"
140015945,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,11/15/2015,13:00,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.4107688,37.78321452,"(37.7832145190013, -122.410768766343)"
140016307,ASSAULT,BATTERY,Wednesday,11/16/2015,15:00,INGLESIDE,NONE,LISBON ST / BRAZIL AV,-122.4324331,37.72354962,"(37.7235496197053, -122.432433050303)"
140016335,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,11/17/2015,18:00,INGLESIDE,"ARREST, CITED",GUERRERO ST / 28TH ST,-122.4222199,37.74557958,"(37.7455795808013, -122.422219852451)"
140018369,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,11/18/2015,12:08,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
140016608,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,11/19/2015,18:45,MISSION,"ARREST, BOOKED",17TH ST / FLORIDA ST,-122.4113329,37.76425169,"(37.7642516851931, -122.411332885127)"
140016608,WARRANTS,WARRANT ARREST,Monday,11/20/2015,18:45,MISSION,"ARREST, BOOKED",17TH ST / FLORIDA ST,-122.4113329,37.76425169,"(37.7642516851931, -122.411332885127)"
140016943,NON-CRIMINAL,FOUND PROPERTY,Monday,11/21/2015,10:00,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,-122.4237322,37.78061115,"(37.7806111466558, -122.423732220508)"
140016965,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,11/22/2015,22:30,SOUTHERN,"ARREST, CITED",6TH ST / HOWARD ST,-122.407163,37.77973763,"(37.7797376338991, -122.407163046954)"
140017048,WARRANTS,WARRANT ARREST,Monday,11/23/2015,21:49,SOUTHERN,"ARREST, BOOKED",5TH ST / MINNA ST,-122.4059343,37.78229564,"(37.782295644598, -122.405934320038)"
140017054,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,11/24/2015,23:00,RICHMOND,"ARREST, CITED",MASONIC AV / ANZA ST,-122.4475175,37.78106943,"(37.7810694335442, -122.447517523122)"
140017139,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,11/25/2015,22:20,NORTHERN,PSYCHOPATHIC CASE,FULTON ST / FILLMORE ST,-122.4315786,37.77770022,"(37.7777002216831, -122.431578618623)"
140017220,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,11/26/2015,0:10,BAYVIEW,"ARREST, CITED",GIRARD ST / WAYLAND ST,-122.4041008,37.7261728,"(37.7261728040582, -122.404100833691)"
140017242,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,11/27/2015,0:18,NORTHERN,"ARREST, CITED",LAGUNA ST / HAYES ST,-122.4262653,37.77646314,"(37.7764631429143, -122.426265334521)"
140017311,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,11/28/2015,1:40,NORTHERN,"ARREST, CITED",POLK ST / MCALLISTER ST,-122.418601,37.78026075,"(37.7802607511192, -122.418600974625)"
140017894,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,11/29/2015,20:10,CENTRAL,NONE,POST ST / HYDE ST,-122.4166424,37.78724504,"(37.787245037815, -122.416642370005)"
140018121,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,11/30/2015,12:00,PARK,NONE,ELLIS ST / PIERCE ST,-122.4358144,37.78194067,"(37.7819406662153, -122.435814436411)"
146001178,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/1/2015,14:30,TARAVAL,NONE,MARTIN LUTHER KING JR DR / LINCOLN WY,-122.5093996,37.76402983,"(37.764029830097, -122.509399613079)"
146001231,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/2/2015,10:19,RICHMOND,NONE,WILLARDNORTH ST / FULTON ST,-122.4562856,37.77455412,"(37.7745541196474, -122.456285628638)"
140003796,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,12/3/2015,9:00,SOUTHERN,NONE,15TH ST / VERMONT ST,-122.4047526,37.7672562,"(37.7672561981064, -122.404752558962)"
140008053,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,12/4/2015,14:50,RICHMOND,NONE,LAKE ST / 4TH AV,-122.4732571,37.7862864,"(37.7862863987641, -122.473257105078)"
140008172,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,12/5/2015,12:00,CENTRAL,NONE,FILBERT ST / MASON ST,-122.4126623,37.80096452,"(37.8009645215934, -122.412662251525)"
140008564,VEHICLE THEFT,STOLEN TRUCK,Friday,12/6/2015,8:30,INGLESIDE,NONE,PERU AV / FELTON ST,-122.423327,37.72513804,"(37.7251380403778, -122.423326976668)"
140010064,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,12/7/2015,23:06,INGLESIDE,UNFOUNDED,LONDON ST / AMAZON AV,-122.4396411,37.71695934,"(37.7169593366497, -122.439641069255)"
140013165,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,12/8/2015,15:00,TENDERLOIN,NONE,POWELL ST / ELLIS ST,-122.4078542,37.7854922,"(37.7854922044602, -122.407854234538)"
140011777,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,12/9/2015,0:16,SOUTHERN,"ARREST, BOOKED",6TH ST / HARRISON ST,-122.4040716,37.77727419,"(37.7772741854354, -122.404071611406)"
140020574,VEHICLE THEFT,STOLEN TRUCK,Wednesday,12/10/2015,5:20,BAYVIEW,NONE,SILVER AV / CAMBRIDGE ST,-122.4194854,37.72904641,"(37.7290464101403, -122.419485385745)"
140010791,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,12/11/2015,12:00,MISSION,NONE,24TH ST / POTRERO AV,-122.4063384,37.75300429,"(37.7530042877223, -122.406338412685)"
140006314,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,12/12/2015,3:22,MISSION,"ARREST, BOOKED",24TH ST / CAPP ST,-122.4173601,37.75230632,"(37.7523063170181, -122.417360139477)"
140007243,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Friday,12/13/2015,12:47,BAYVIEW,NONE,QUESADA AV / JENNINGS ST,-122.3858555,37.73016913,"(37.7301691308077, -122.385855491332)"
140009095,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,12/14/2015,20:30,BAYVIEW,NONE,TEXAS ST / MARIPOSA ST,-122.3956842,37.76390832,"(37.7639083229951, -122.395684170828)"
140011391,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,12/15/2015,21:00,INGLESIDE,NONE,PARIS ST / EXCELSIOR AV,-122.4320546,37.72548693,"(37.7254869312045, -122.432054581889)"
140011391,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,12/16/2015,21:00,INGLESIDE,NONE,PARIS ST / EXCELSIOR AV,-122.4320546,37.72548693,"(37.7254869312045, -122.432054581889)"
140011711,ROBBERY,CARJACKING WITH A GUN,Saturday,12/17/2015,23:26,BAYVIEW,NONE,THORNTON AV / SAN BRUNO AV,-122.4047086,37.73031908,"(37.7303190833183, -122.404708560341)"
140011711,VEHICLE THEFT,STOLEN TRUCK,Saturday,12/18/2015,23:26,BAYVIEW,NONE,THORNTON AV / SAN BRUNO AV,-122.4047086,37.73031908,"(37.7303190833183, -122.404708560341)"
140011824,ASSAULT,BATTERY,Sunday,12/19/2015,1:02,INGLESIDE,NONE,CRESCENT AV / PUTNAM ST,-122.4111669,37.73507107,"(37.7350710675569, -122.411166899402)"
140011824,NON-CRIMINAL,AIDED CASE,Sunday,12/20/2015,1:02,INGLESIDE,NONE,CRESCENT AV / PUTNAM ST,-122.4111669,37.73507107,"(37.7350710675569, -122.411166899402)"
140012941,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,12/21/2015,13:50,NORTHERN,PSYCHOPATHIC CASE,POLK ST / POST ST,-122.4199301,37.78682621,"(37.7868262082156, -122.419930111611)"
140013422,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,12/22/2015,23:30,MISSION,NONE,MISSION ST / 17TH ST,-122.4195157,37.76342923,"(37.7634292328496, -122.419515708406)"
140013422,ASSAULT,BATTERY,Saturday,12/23/2015,23:30,MISSION,NONE,MISSION ST / 17TH ST,-122.4195157,37.76342923,"(37.7634292328496, -122.419515708406)"
140014210,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,12/24/2015,4:50,INGLESIDE,"ARREST, CITED",MISSION ST / EXCELSIOR AV,-122.4336234,37.72623583,"(37.7262358304722, -122.433623421746)"
140014260,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,12/25/2015,6:56,BAYVIEW,"ARREST, CITED",SAN BRUNO AV / FELTON ST,-122.4045941,37.730038,"(37.7300379995128, -122.404594140634)"
140014442,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,12/26/2015,19:00,CENTRAL,UNFOUNDED,TAYLOR ST / VALLEJO ST,-122.4137479,37.79795553,"(37.7979555343785, -122.413747886297)"
140014787,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,12/27/2015,23:00,INGLESIDE,NONE,ALEMANY BL / SICKLES AV,-122.454883,37.71048,"(37.7104799961102, -122.454882964282)"
140014793,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,12/28/2015,16:00,CENTRAL,NONE,JONES ST / BROADWAY ST,-122.4151963,37.79680304,"(37.7968030422604, -122.415196324015)"
140014947,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,12/29/2015,9:00,CENTRAL,NONE,BUSH ST / LEAVENWORTH ST,-122.4153737,37.78932034,"(37.7893203404507, -122.415373701241)"
140015014,ASSAULT,BATTERY,Monday,12/30/2015,11:27,SOUTHERN,NONE,MISSION ST / 7TH ST,-122.4109392,37.77921226,"(37.7792122590085, -122.410939205552)"
140015105,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,12/31/2015,21:00,NORTHERN,NONE,LOMBARD ST / POLK ST,-122.422904,37.80155611,"(37.8015561122036, -122.422903989743)"
140015901,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,1/1/2016,20:30,INGLESIDE,NONE,SANTAROSA AV / MISSION ST,-122.4339846,37.72576292,"(37.7257629202499, -122.433984625143)"
140016705,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,1/2/2016,19:56,BAYVIEW,"ARREST, BOOKED",GILMAN AV / INGALLS ST,-122.3918725,37.7203513,"(37.7203513038826, -122.391872492835)"
140016705,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,1/3/2016,19:56,BAYVIEW,"ARREST, BOOKED",GILMAN AV / INGALLS ST,-122.3918725,37.7203513,"(37.7203513038826, -122.391872492835)"
140016880,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,1/4/2016,21:48,INGLESIDE,"ARREST, CITED",CAYUGA AV / NIAGARA AV,-122.4447064,37.71799383,"(37.7179938300813, -122.444706432395)"
140016959,VEHICLE THEFT,STOLEN TRUCK,Monday,1/5/2016,8:00,MISSION,UNFOUNDED,17TH ST / SANCHEZ ST,-122.4307263,37.76275168,"(37.7627516837424, -122.430726266807)"
140017173,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,1/6/2016,23:15,INGLESIDE,NONE,PERSIA AV / MUNICH ST,-122.4279937,37.71932614,"(37.7193261352816, -122.427993711047)"
140017349,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,1/7/2016,2:44,MISSION,"ARREST, BOOKED",16TH ST / HOFF ST,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
140017349,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,1/8/2016,2:44,MISSION,"ARREST, BOOKED",16TH ST / HOFF ST,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
140017521,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,1/9/2016,7:15,INGLESIDE,NONE,BRAZIL AV / MISSION ST,-122.4348705,37.72458916,"(37.724589160901, -122.434870543645)"
140017753,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,1/10/2016,7:15,INGLESIDE,"ARREST, BOOKED",JUANITA WY / REX AV,-122.4569955,37.74041976,"(37.7404197619186, -122.456995453356)"
140017844,WARRANTS,WARRANT ARREST,Tuesday,1/11/2016,8:56,TARAVAL,"ARREST, BOOKED",14TH AV / QUINTARA ST,-122.4705958,37.748868,"(37.7488679961125, -122.470595847264)"
140017872,NON-CRIMINAL,FOUND PROPERTY,Tuesday,1/12/2016,8:00,RICHMOND,NONE,CROSSOVER DR / FULTON ST,-122.4841949,37.77256585,"(37.7725658462015, -122.484194946272)"
140018074,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,1/13/2016,23:00,MISSION,NONE,GUERRERO ST / 18TH ST,-122.423803,37.76156559,"(37.7615655928045, -122.423803001901)"
140018171,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,1/14/2016,22:30,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.3989327,37.78378482,"(37.7837848211584, -122.398932711095)"
140018187,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,1/15/2016,21:10,BAYVIEW,NONE,BAY SHORE BL / CORTLAND AV,-122.4069795,37.73956696,"(37.739566960911, -122.406979507963)"
140018438,WARRANTS,WARRANT ARREST,Tuesday,1/16/2016,11:39,TARAVAL,"ARREST, BOOKED",19TH AV / LAWTON ST,-122.4766845,37.75796834,"(37.7579683424839, -122.476684519586)"
140018494,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,1/17/2016,18:00,RICHMOND,NONE,6TH AV / CLEMENT ST,-122.4644255,37.78293977,"(37.7829397704938, -122.464425476951)"
140018773,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Tuesday,1/18/2016,0:01,SOUTHERN,"ARREST, BOOKED",MARKET ST / JONES ST,-122.4119795,37.78090397,"(37.7809039696758, -122.411979487494)"
140018773,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,1/19/2016,0:01,SOUTHERN,"ARREST, BOOKED",MARKET ST / JONES ST,-122.4119795,37.78090397,"(37.7809039696758, -122.411979487494)"
140018773,DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,1/20/2016,0:01,SOUTHERN,"ARREST, BOOKED",MARKET ST / JONES ST,-122.4119795,37.78090397,"(37.7809039696758, -122.411979487494)"
140018870,NON-CRIMINAL,LOST PROPERTY,Wednesday,1/21/2016,20:15,TENDERLOIN,NONE,JONES ST / OFARRELL ST,-122.4129705,37.78578838,"(37.7857883766888, -122.412970537591)"
140018911,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,1/22/2016,14:45,BAYVIEW,"ARREST, CITED",BARNEVELD AV / SWEENY ST,-122.4072855,37.73315892,"(37.7331589226602, -122.407285459494)"
140018961,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,1/23/2016,3:24,SOUTHERN,"ARREST, CITED",HARRISON ST / 7TH ST,-122.4063001,37.77551311,"(37.7755131129937, -122.406300138733)"
140019094,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,Tuesday,1/24/2016,15:46,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,"(37.7837240254478, -122.414242955907)"
140019094,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Tuesday,1/25/2016,15:46,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,"(37.7837240254478, -122.414242955907)"
140019094,WARRANTS,ENROUTE TO PROBATION OFFICER,Tuesday,1/26/2016,15:46,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,"(37.7837240254478, -122.414242955907)"
140019094,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,1/27/2016,15:46,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,"(37.7837240254478, -122.414242955907)"
140019345,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,1/28/2016,17:00,INGLESIDE,"ARREST, CITED",PARIS ST / FRANCE AV,-122.4367551,37.71927031,"(37.7192703128443, -122.43675507464)"
140019505,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,1/29/2016,17:35,CENTRAL,NONE,BAY ST / TAYLOR ST,-122.4152454,37.80541652,"(37.8054165242789, -122.415245418291)"
140019505,ASSAULT,BATTERY,Tuesday,1/30/2016,17:35,CENTRAL,NONE,BAY ST / TAYLOR ST,-122.4152454,37.80541652,"(37.8054165242789, -122.415245418291)"
140019533,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,1/31/2016,15:40,MISSION,NONE,20TH ST / FOLSOM ST,-122.4146931,37.75889559,"(37.7588955947572, -122.414693065257)"
140019709,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,2/1/2016,14:02,NORTHERN,"ARREST, CITED",LARKIN ST / GEARY ST,-122.4180908,37.78610075,"(37.7861007451645, -122.418090766692)"
140019759,WARRANTS,WARRANT ARREST,Tuesday,2/2/2016,19:24,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.4107688,37.78321452,"(37.7832145190013, -122.410768766343)"
140019834,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,2/3/2016,19:00,CENTRAL,NONE,LOMBARD ST / MASON ST,-122.4130391,37.8028263,"(37.8028262999283, -122.413039101168)"
140020063,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,2/4/2016,21:55,INGLESIDE,"ARREST, CITED",GENEVA AV / CARTER ST,-122.4233516,37.70925206,"(37.7092520553473, -122.423351630073)"
140020110,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,2/5/2016,20:30,NORTHERN,NONE,PINE ST / VANNESS AV,-122.4221395,37.78941076,"(37.7894107633457, -122.422139511488)"
140020148,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,2/6/2016,21:36,BAYVIEW,"ARREST, CITED",MINNESOTA ST / MARIPOSA ST,-122.3908197,37.76420072,"(37.7642007160868, -122.39081973246)"
140020251,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,2/7/2016,23:04,INGLESIDE,"ARREST, CITED",SAN JOSE AV / 30TH ST,-122.4232868,37.74229607,"(37.7422960681573, -122.423286810998)"
140020314,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,2/8/2016,23:10,INGLESIDE,NONE,FOOTE AV / MISSION ST,-122.4447423,37.71262293,"(37.7126229340876, -122.444742271037)"
140020314,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,2/9/2016,23:10,INGLESIDE,NONE,FOOTE AV / MISSION ST,-122.4447423,37.71262293,"(37.7126229340876, -122.444742271037)"
140020427,NON-CRIMINAL,AIDED CASE,Wednesday,2/10/2016,0:55,MISSION,NONE,16TH ST / HOFF ST,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
